set_mw,measured_mw,error_mw,error_pct,wavelength_nm,timestamp
0.1,6.419116348e-06,-0.09999358088365201,-99.99358088365202,,2026-02-09T12:45:33.749781
0.2,6.137951748000001e-06,-0.199993862048252,-99.996931024126,,2026-02-09T12:45:33.749781
0.25,6.804404062e-06,-0.249993195595938,-99.9972782383752,,2026-02-09T12:45:33.749781
0.5,6.0858974739999996e-06,-0.499993914102526,-99.9987828205052,,2026-02-09T12:45:33.749781
0.75,6.86687951e-06,-0.74999313312049,-99.99908441606533,,2026-02-09T12:45:33.749781
1.0,0.0003922518998,-0.9996077481002,-99.96077481002,,2026-02-09T12:45:33.749781
1.25,0.00375609475,-1.24624390525,-99.69951242,,2026-02-09T12:45:33.749781
1.5,0.01294060166,-1.48705939834,-99.13729322266667,,2026-02-09T12:45:33.749781
2.0,0.05530447234,-1.94469552766,-97.234776383,,2026-02-09T12:45:33.749781
2.5,0.2327318682,-2.2672681318,-90.690725272,,2026-02-09T12:45:33.749781
3.0,0.5303662618,-2.4696337381999998,-82.32112460666666,,2026-02-09T12:45:33.749781
3.5,0.809216022,-2.690783978,-76.87954222857142,,2026-02-09T12:45:33.749781
4.0,1.10551885,-2.89448115,-72.36202875,,2026-02-09T12:45:33.749781
4.5,1.415864122,-3.084135878,-68.53635284444445,,2026-02-09T12:45:33.749781
5.0,1.672078134,-3.327921866,-66.55843732,,2026-02-09T12:45:33.749781
10,4.613335896,-5.386664104,-53.866641040000005,,2026-02-09T12:45:33.749781
15,7.60487076,-7.39512924,-49.300861600000005,,2026-02-09T12:45:33.749781
20,10.002621266,-9.997378734,-49.98689367,,2026-02-09T12:45:33.749781
